user_id,variant,device,country,prior_30d_sessions,converted_7d,sessions_7d,revenue_7d
U06039,control,mobile,FR,6,0,2,0.0
U06040,treatment,mobile,DE,6,0,2,0.0
U06041,control,mobile,US,4,0,2,0.0
U06042,control,desktop,UK,3,0,8,0.0
U06043,control,mobile,UK,6,0,3,0.0
U06044,treatment,console,DE,4,0,5,0.0
U06045,treatment,mobile,US,4,1,1,8.94
U06046,control,mobile,DE,8,0,4,0.0
U06047,control,console,DE,6,0,3,0.0
U06048,treatment,console,FR,6,0,2,0.0
U06049,treatment,desktop,US,7,0,3,0.0
U06050,control,console,FR,6,0,4,0.0
U06051,treatment,mobile,US,2,1,3,25.28
U06052,control,desktop,DE,5,1,6,4.88
U06053,treatment,mobile,US,1,0,4,0.0
U06054,control,desktop,CA,5,0,3,0.0
U06055,control,console,US,4,0,4,0.0
U06056,control,console,DE,5,0,1,0.0
U06057,treatment,mobile,US,5,1,5,10.55
U06058,treatment,mobile,CA,2,0,3,0.0
U06059,treatment,console,UK,8,0,3,0.0
U06060,treatment,desktop,US,2,0,1,0.0
U06061,treatment,mobile,US,3,0,4,0.0
U06062,control,mobile,FR,4,0,1,0.0
U06063,treatment,mobile,FR,6,1,7,5.96
U06064,treatment,mobile,DE,6,0,2,0.0
U06065,treatment,mobile,US,12,0,6,0.0
U06066,control,desktop,DE,11,0,0,0.0
U06067,control,desktop,US,6,0,3,0.0
U06068,control,desktop,US,5,0,5,0.0
U06069,treatment,mobile,FR,9,0,1,0.0
U06070,treatment,mobile,US,5,0,5,0.0
U06071,control,mobile,US,4,0,5,0.0
U06072,treatment,console,DE,3,0,2,0.0
U06073,treatment,console,UK,8,0,3,0.0
U06074,control,mobile,DE,4,0,2,0.0
U06075,control,desktop,US,5,1,2,74.29
U06076,control,desktop,DE,7,0,6,0.0
U06077,treatment,desktop,UK,5,0,2,0.0
U06078,treatment,desktop,DE,6,0,2,0.0
U06079,treatment,console,DE,3,0,1,0.0
U06080,control,mobile,DE,2,1,1,9.06
U06081,treatment,desktop,US,6,0,2,0.0
U06082,treatment,desktop,DE,8,0,5,0.0
U06083,control,desktop,US,4,0,2,0.0
U06084,treatment,mobile,US,5,0,3,0.0
U06085,treatment,desktop,UK,5,0,3,0.0
U06086,control,mobile,US,5,0,7,0.0
U06087,treatment,desktop,FR,3,0,4,0.0
U06088,treatment,desktop,US,7,0,3,0.0
U06089,control,mobile,DE,8,0,2,0.0
U06090,treatment,console,DE,5,0,0,0.0
U06091,treatment,console,US,5,0,1,0.0
U06092,treatment,desktop,UK,4,0,1,0.0
U06093,control,console,US,5,0,3,0.0
U06094,treatment,console,US,3,0,7,0.0
U06095,treatment,mobile,UK,3,1,6,14.29
U06096,control,desktop,FR,5,0,1,0.0
U06097,treatment,desktop,CA,4,0,6,0.0
U06098,treatment,desktop,UK,7,0,7,0.0
U06099,treatment,console,US,2,0,5,0.0
U06100,control,desktop,DE,3,0,4,0.0
U06101,treatment,mobile,CA,4,0,3,0.0
U06102,treatment,desktop,CA,4,0,4,0.0
U06103,treatment,console,CA,5,0,0,0.0
U06104,control,mobile,US,7,0,4,0.0
U06105,treatment,mobile,CA,3,0,3,0.0
U06106,control,mobile,US,7,0,4,0.0
U06107,treatment,desktop,UK,6,0,4,0.0
U06108,control,mobile,DE,6,0,6,0.0
U06109,treatment,mobile,US,4,0,1,0.0
U06110,control,mobile,FR,5,1,1,6.57
U06111,control,desktop,DE,8,1,3,24.88
U06112,control,mobile,FR,6,1,2,14.97
U06113,control,mobile,US,4,0,3,0.0
U06114,control,desktop,US,2,0,4,0.0
U06115,control,mobile,FR,3,0,5,0.0
U06116,treatment,mobile,US,6,0,2,0.0
U06117,treatment,desktop,UK,5,0,3,0.0
U06118,control,mobile,US,8,0,4,0.0
U06119,treatment,mobile,FR,6,1,0,17.37
U06120,treatment,mobile,CA,5,0,5,0.0
U06121,control,mobile,FR,3,0,1,0.0
U06122,treatment,desktop,DE,4,0,3,0.0
U06123,control,console,FR,4,0,2,0.0
U06124,treatment,mobile,US,4,0,4,0.0
U06125,treatment,desktop,US,3,0,1,0.0
U06126,control,console,US,4,1,4,15.3
U06127,treatment,desktop,CA,4,0,1,0.0
U06128,treatment,console,UK,1,0,1,0.0
U06129,treatment,desktop,CA,5,0,4,0.0
U06130,treatment,desktop,DE,2,0,3,0.0
U06131,treatment,console,UK,4,0,9,0.0
U06132,treatment,mobile,US,4,0,0,0.0
U06133,treatment,console,UK,8,1,1,31.8
U06134,control,desktop,DE,4,0,8,0.0
U06135,control,desktop,US,4,0,2,0.0
U06136,control,desktop,FR,10,0,2,0.0
U06137,treatment,mobile,US,6,0,4,0.0
U06138,treatment,mobile,FR,3,0,3,0.0
U06139,treatment,console,US,4,0,3,0.0
U06140,treatment,desktop,FR,3,0,5,0.0
U06141,control,console,FR,2,0,1,0.0
U06142,control,mobile,DE,6,0,1,0.0
U06143,control,mobile,US,4,0,3,0.0
U06144,control,mobile,CA,4,0,3,0.0
U06145,treatment,mobile,FR,9,1,3,24.59
U06146,control,desktop,FR,2,0,1,0.0
U06147,control,console,UK,2,0,4,0.0
U06148,control,console,FR,8,0,3,0.0
U06149,treatment,desktop,US,2,0,3,0.0
U06150,treatment,mobile,US,8,0,3,0.0
U06151,treatment,desktop,DE,4,0,3,0.0
U06152,control,desktop,US,3,0,2,0.0
U06153,control,desktop,US,6,1,6,9.76
U06154,treatment,desktop,US,5,0,2,0.0
U06155,control,mobile,US,8,0,3,0.0
U06156,control,mobile,DE,6,0,6,0.0
U06157,treatment,console,UK,7,0,4,0.0
U06158,treatment,desktop,US,6,0,2,0.0
U06159,treatment,console,US,6,0,5,0.0
U06160,control,mobile,CA,2,0,1,0.0
U06161,control,desktop,US,3,0,3,0.0
U06162,control,mobile,US,4,0,3,0.0
U06163,treatment,console,CA,4,0,5,0.0
U06164,control,mobile,CA,5,0,3,0.0
U06165,treatment,desktop,DE,3,0,5,0.0
U06166,treatment,mobile,US,3,0,3,0.0
U06167,treatment,mobile,US,5,0,1,0.0
U06168,control,mobile,DE,8,0,8,0.0
U06169,treatment,desktop,FR,4,0,3,0.0
U06170,treatment,console,CA,2,0,3,0.0
U06171,treatment,console,UK,7,0,5,0.0
U06172,treatment,desktop,US,6,0,5,0.0
U06173,control,desktop,FR,2,0,3,0.0
U06174,treatment,console,FR,7,0,3,0.0
U06175,control,mobile,DE,6,0,4,0.0
U06176,control,console,UK,4,0,4,0.0
U06177,treatment,console,DE,9,0,4,0.0
U06178,treatment,desktop,US,4,1,4,22.46
U06179,control,mobile,US,7,0,2,0.0
U06180,control,mobile,US,4,0,5,0.0
U06181,treatment,mobile,US,6,0,6,0.0
U06182,treatment,console,US,6,0,5,0.0
U06183,control,desktop,UK,4,0,4,0.0
U06184,treatment,desktop,US,5,0,4,0.0
U06185,treatment,desktop,UK,3,0,4,0.0
U06186,control,console,US,3,0,5,0.0
U06187,control,mobile,CA,7,0,3,0.0
U06188,control,mobile,DE,5,0,4,0.0
U06189,control,desktop,UK,5,0,3,0.0
U06190,treatment,mobile,DE,7,0,9,0.0
U06191,control,mobile,UK,2,0,0,0.0
U06192,treatment,desktop,US,3,0,3,0.0
U06193,control,mobile,US,4,0,4,0.0
U06194,control,console,CA,4,0,5,0.0
U06195,treatment,console,UK,6,0,6,0.0
U06196,treatment,console,FR,5,0,3,0.0
U06197,treatment,console,DE,3,0,2,0.0
U06198,treatment,mobile,US,3,0,2,0.0
U06199,treatment,mobile,FR,6,0,3,0.0
U06200,treatment,desktop,US,6,0,5,0.0
U06201,control,mobile,DE,7,0,4,0.0
U06202,control,console,FR,6,0,2,0.0
U06203,control,mobile,US,8,0,3,0.0
U06204,treatment,desktop,UK,7,1,8,10.34
U06205,treatment,desktop,FR,4,0,3,0.0
U06206,treatment,console,US,1,0,1,0.0
U06207,treatment,desktop,CA,2,0,1,0.0
U06208,control,desktop,US,8,0,4,0.0
U06209,control,mobile,US,1,0,3,0.0
U06210,control,desktop,US,5,0,3,0.0
U06211,control,desktop,US,3,0,1,0.0
U06212,control,desktop,CA,6,0,2,0.0
U06213,treatment,console,US,5,0,1,0.0
U06214,treatment,mobile,DE,4,0,4,0.0
U06215,control,mobile,US,4,1,6,21.53
U06216,treatment,console,UK,8,0,3,0.0
U06217,treatment,mobile,US,6,0,6,0.0
U06218,treatment,desktop,US,5,0,7,0.0
U06219,treatment,desktop,DE,3,0,7,0.0
U06220,treatment,console,US,9,1,4,35.18
U06221,treatment,mobile,CA,2,0,6,0.0
U06222,control,mobile,US,3,0,5,0.0
U06223,treatment,console,FR,5,0,4,0.0
U06224,control,desktop,UK,6,0,1,0.0
U06225,treatment,desktop,DE,7,0,4,0.0
U06226,control,mobile,US,5,0,2,0.0
U06227,treatment,mobile,US,5,0,6,0.0
U06228,treatment,console,FR,5,0,4,0.0
U06229,control,desktop,DE,7,0,3,0.0
U06230,treatment,console,US,5,0,2,0.0
U06231,treatment,console,DE,2,0,3,0.0
U06232,treatment,desktop,US,3,0,2,0.0
U06233,control,desktop,UK,7,0,2,0.0
U06234,control,desktop,DE,5,0,4,0.0
U06235,treatment,console,CA,7,0,7,0.0
U06236,control,desktop,UK,8,0,4,0.0
U06237,treatment,mobile,DE,4,0,2,0.0
U06238,treatment,console,FR,8,0,3,0.0
U06239,control,desktop,US,8,0,4,0.0
U06240,control,console,US,2,0,5,0.0
U06241,control,mobile,US,6,0,5,0.0
U06242,treatment,desktop,UK,3,0,3,0.0
U06243,treatment,desktop,US,8,0,4,0.0
U06244,control,console,DE,4,1,3,23.33
U06245,control,mobile,US,9,0,3,0.0
U06246,control,mobile,US,7,0,4,0.0
U06247,control,console,US,5,0,1,0.0
U06248,treatment,console,US,5,0,3,0.0
U06249,treatment,mobile,DE,9,0,6,0.0
U06250,treatment,mobile,DE,5,0,3,0.0
U06251,control,desktop,US,5,0,4,0.0
U06252,treatment,mobile,US,6,0,6,0.0
U06253,treatment,mobile,US,2,0,6,0.0
U06254,control,desktop,US,3,0,2,0.0
U06255,control,desktop,FR,4,0,2,0.0
U06256,treatment,mobile,DE,5,0,3,0.0
U06257,control,mobile,DE,4,0,5,0.0
U06258,control,console,US,4,0,4,0.0
U06259,control,desktop,FR,5,0,5,0.0
U06260,treatment,console,US,5,0,8,0.0
U06261,treatment,mobile,US,8,0,2,0.0
U06262,treatment,console,UK,7,0,1,0.0
U06263,treatment,console,FR,1,0,3,0.0
U06264,treatment,mobile,DE,4,0,3,0.0
U06265,control,desktop,FR,7,0,6,0.0
U06266,control,desktop,US,6,0,1,0.0
U06267,treatment,mobile,FR,5,1,4,20.61
U06268,control,console,US,5,0,5,0.0
U06269,control,mobile,DE,3,1,4,18.18
U06270,control,desktop,UK,4,0,0,0.0
U06271,control,console,DE,9,0,5,0.0
U06272,treatment,mobile,US,7,0,5,0.0
U06273,treatment,mobile,US,4,0,2,0.0
U06274,control,mobile,UK,4,0,1,0.0
U06275,treatment,console,US,4,0,2,0.0
U06276,treatment,mobile,UK,8,1,4,18.33
U06277,control,mobile,DE,7,0,5,0.0
U06278,treatment,desktop,US,6,0,3,0.0
U06279,control,console,CA,4,0,2,0.0
U06280,control,desktop,US,1,0,7,0.0
U06281,control,console,DE,4,0,4,0.0
U06282,treatment,mobile,DE,6,0,3,0.0
U06283,control,desktop,DE,4,0,6,0.0
U06284,treatment,desktop,US,5,0,2,0.0
U06285,treatment,mobile,US,6,0,3,0.0
U06286,treatment,console,UK,4,1,5,20.73
U06287,treatment,desktop,DE,6,0,3,0.0
U06288,treatment,mobile,US,8,0,5,0.0
U06289,control,mobile,US,6,0,1,0.0
U06290,control,mobile,CA,9,0,4,0.0
U06291,control,console,DE,3,0,4,0.0
U06292,control,mobile,US,6,1,6,8.53
U06293,treatment,console,US,5,0,8,0.0
U06294,control,mobile,DE,3,0,9,0.0
U06295,treatment,console,FR,5,1,3,8.98
U06296,control,console,FR,6,0,4,0.0
U06297,treatment,mobile,US,6,0,6,0.0
U06298,control,mobile,CA,4,0,3,0.0
U06299,control,console,UK,2,0,1,0.0
U06300,treatment,mobile,US,6,0,1,0.0
U06301,control,mobile,UK,6,0,0,0.0
U06302,control,console,US,4,0,6,0.0
U06303,treatment,console,US,5,0,3,0.0
U06304,treatment,console,US,4,1,4,11.68
U06305,treatment,console,UK,3,0,5,0.0
U06306,treatment,desktop,UK,8,1,4,3.1
U06307,control,console,CA,6,0,2,0.0
U06308,control,mobile,DE,3,1,2,24.19
U06309,control,console,DE,5,1,3,56.56
U06310,treatment,desktop,FR,6,0,6,0.0
U06311,control,desktop,DE,6,0,5,0.0
U06312,treatment,console,UK,3,0,3,0.0
U06313,treatment,desktop,CA,5,0,0,0.0
U06314,control,desktop,US,3,0,3,0.0
U06315,treatment,desktop,US,8,0,6,0.0
U06316,control,mobile,FR,8,0,4,0.0
U06317,treatment,mobile,US,8,0,2,0.0
U06318,treatment,console,US,5,1,7,11.91
U06319,treatment,mobile,FR,6,0,7,0.0
U06320,treatment,desktop,US,1,0,5,0.0
U06321,control,desktop,US,5,0,1,0.0
U06322,treatment,console,CA,2,1,5,4.03
U06323,control,console,FR,5,0,4,0.0
U06324,treatment,mobile,FR,7,0,3,0.0
U06325,treatment,mobile,US,4,0,4,0.0
U06326,control,desktop,FR,7,0,2,0.0
U06327,treatment,mobile,DE,6,0,3,0.0
U06328,treatment,desktop,DE,10,0,7,0.0
U06329,treatment,mobile,UK,3,0,2,0.0
U06330,treatment,mobile,US,3,0,1,0.0
U06331,treatment,console,US,5,0,1,0.0
U06332,treatment,console,CA,4,0,2,0.0
U06333,treatment,desktop,US,5,0,3,0.0
U06334,control,mobile,DE,7,0,7,0.0
U06335,treatment,console,US,7,0,2,0.0
U06336,treatment,desktop,US,5,1,0,9.25
U06337,treatment,console,US,3,1,4,28.13
U06338,control,mobile,FR,10,0,6,0.0
U06339,treatment,mobile,DE,3,0,2,0.0
U06340,control,desktop,UK,3,0,4,0.0
U06341,control,console,US,5,0,5,0.0
U06342,treatment,mobile,US,4,1,3,16.19
U06343,treatment,mobile,US,6,0,5,0.0
U06344,control,desktop,US,9,0,1,0.0
U06345,control,console,UK,9,0,6,0.0
U06346,control,console,US,5,0,3,0.0
U06347,control,console,DE,9,0,8,0.0
U06348,treatment,desktop,US,5,0,3,0.0
U06349,control,console,UK,4,0,3,0.0
U06350,treatment,desktop,US,6,0,2,0.0
U06351,treatment,mobile,US,5,0,5,0.0
U06352,treatment,desktop,UK,4,0,4,0.0
U06353,control,desktop,UK,5,0,3,0.0
U06354,treatment,desktop,US,6,1,4,5.33
U06355,treatment,mobile,FR,8,0,0,0.0
U06356,treatment,console,UK,3,0,5,0.0
U06357,control,console,CA,7,0,0,0.0
U06358,treatment,mobile,US,3,0,3,0.0
U06359,control,console,FR,4,0,3,0.0
U06360,treatment,mobile,CA,1,0,4,0.0
U06361,treatment,mobile,US,2,0,1,0.0
U06362,treatment,mobile,US,6,0,3,0.0
U06363,control,desktop,US,7,0,1,0.0
U06364,treatment,mobile,UK,10,0,2,0.0
U06365,treatment,desktop,FR,3,0,3,0.0
U06366,control,console,UK,6,1,5,5.16
U06367,treatment,desktop,FR,2,0,3,0.0
U06368,treatment,console,FR,5,0,5,0.0
U06369,treatment,console,DE,4,0,2,0.0
U06370,control,mobile,US,6,0,3,0.0
U06371,control,mobile,FR,7,0,3,0.0
U06372,treatment,mobile,UK,9,0,3,0.0
U06373,treatment,desktop,DE,6,0,4,0.0
U06374,treatment,mobile,UK,6,0,3,0.0
U06375,treatment,desktop,UK,2,0,2,0.0
U06376,control,desktop,US,5,0,5,0.0
U06377,treatment,desktop,US,3,0,5,0.0
U06378,control,mobile,UK,9,0,2,0.0
U06379,treatment,mobile,DE,5,0,5,0.0
U06380,treatment,mobile,US,8,0,4,0.0
U06381,control,console,CA,5,0,4,0.0
U06382,control,desktop,FR,5,1,6,23.62
U06383,treatment,desktop,FR,2,0,4,0.0
U06384,control,desktop,CA,2,0,2,0.0
U06385,treatment,desktop,FR,6,0,1,0.0
U06386,control,mobile,UK,7,0,3,0.0
U06387,control,mobile,UK,5,0,1,0.0
U06388,control,mobile,US,3,0,3,0.0
U06389,treatment,mobile,US,1,0,5,0.0
U06390,treatment,mobile,FR,5,0,5,0.0
U06391,treatment,console,US,7,0,3,0.0
U06392,control,mobile,FR,1,1,6,2.51
U06393,control,mobile,US,4,0,2,0.0
U06394,control,mobile,CA,5,0,2,0.0
U06395,control,mobile,UK,6,0,3,0.0
U06396,treatment,mobile,US,5,0,3,0.0
U06397,control,mobile,CA,3,0,5,0.0
U06398,control,mobile,US,3,0,4,0.0
U06399,control,console,DE,4,1,3,28.87
U06400,treatment,mobile,US,7,0,4,0.0
U06401,control,mobile,FR,2,0,3,0.0
U06402,treatment,desktop,DE,4,0,3,0.0
U06403,control,mobile,FR,5,0,2,0.0
U06404,treatment,desktop,US,7,0,0,0.0
U06405,control,mobile,DE,5,0,3,0.0
U06406,control,console,US,1,0,3,0.0
U06407,control,console,US,8,0,6,0.0
U06408,control,desktop,DE,4,0,1,0.0
U06409,control,mobile,UK,4,1,7,17.38
U06410,treatment,desktop,FR,2,0,5,0.0
U06411,treatment,mobile,US,7,0,8,0.0
U06412,treatment,console,UK,5,1,4,26.22
U06413,control,mobile,DE,7,0,5,0.0
U06414,treatment,desktop,DE,5,0,3,0.0
U06415,treatment,mobile,DE,5,0,5,0.0
U06416,control,desktop,CA,3,0,3,0.0
U06417,control,mobile,US,4,1,2,34.83
U06418,control,mobile,CA,4,0,5,0.0
U06419,control,desktop,US,6,0,3,0.0
U06420,treatment,desktop,US,5,0,4,0.0
U06421,treatment,mobile,DE,4,0,5,0.0
U06422,treatment,mobile,UK,3,0,3,0.0
U06423,control,console,CA,4,0,3,0.0
U06424,treatment,desktop,US,8,0,5,0.0
U06425,control,desktop,UK,5,0,2,0.0
U06426,treatment,desktop,DE,4,0,6,0.0
U06427,treatment,desktop,UK,9,0,4,0.0
U06428,treatment,desktop,UK,11,0,6,0.0
U06429,control,mobile,UK,4,0,2,0.0
U06430,treatment,desktop,FR,5,0,3,0.0
U06431,treatment,desktop,UK,6,0,7,0.0
U06432,treatment,mobile,US,4,0,4,0.0
U06433,control,desktop,US,7,0,2,0.0
U06434,control,mobile,CA,7,0,3,0.0
U06435,treatment,mobile,CA,2,0,5,0.0
U06436,treatment,console,CA,5,0,5,0.0
U06437,treatment,console,US,1,0,3,0.0
U06438,control,mobile,US,4,0,7,0.0
U06439,control,desktop,FR,3,0,0,0.0
U06440,control,mobile,UK,5,0,1,0.0
U06441,treatment,desktop,UK,9,1,4,5.75
U06442,control,desktop,CA,3,0,4,0.0
U06443,control,console,UK,4,0,1,0.0
U06444,treatment,mobile,US,6,0,1,0.0
U06445,treatment,mobile,UK,3,1,3,16.76
U06446,treatment,console,UK,10,0,8,0.0
U06447,control,mobile,CA,4,0,6,0.0
U06448,control,mobile,UK,6,0,7,0.0
U06449,treatment,mobile,US,12,0,3,0.0
U06450,treatment,desktop,US,7,0,2,0.0
U06451,treatment,mobile,US,6,1,4,18.74
U06452,control,desktop,FR,4,1,4,12.44
U06453,treatment,mobile,DE,3,0,5,0.0
U06454,treatment,desktop,US,5,1,6,6.29
U06455,treatment,console,US,3,0,3,0.0
U06456,treatment,mobile,UK,10,0,10,0.0
U06457,treatment,desktop,US,5,0,2,0.0
U06458,control,desktop,CA,5,0,1,0.0
U06459,control,mobile,FR,3,0,7,0.0
U06460,treatment,console,UK,3,0,5,0.0
U06461,control,console,FR,3,0,1,0.0
U06462,control,console,FR,4,0,4,0.0
U06463,treatment,console,FR,3,0,4,0.0
U06464,control,desktop,FR,3,1,9,9.22
U06465,control,desktop,CA,4,0,4,0.0
U06466,treatment,mobile,UK,7,0,8,0.0
U06467,control,console,US,7,1,2,26.01
U06468,control,desktop,CA,5,0,5,0.0
U06469,control,mobile,US,5,0,3,0.0
U06470,control,console,DE,10,0,3,0.0
U06471,control,desktop,US,5,0,5,0.0
U06472,treatment,console,US,10,1,2,13.16
U06473,control,console,CA,4,0,7,0.0
U06474,control,console,US,4,1,10,12.38
U06475,control,desktop,US,9,0,6,0.0
U06476,control,desktop,US,8,0,6,0.0
U06477,treatment,console,CA,5,0,4,0.0
U06478,control,mobile,US,7,0,4,0.0
U06479,control,mobile,CA,6,0,2,0.0
U06480,treatment,console,US,6,0,5,0.0
U06481,treatment,console,CA,7,0,4,0.0
U06482,treatment,console,US,3,0,1,0.0
U06483,treatment,mobile,FR,8,1,4,32.62
U06484,treatment,mobile,US,5,0,4,0.0
U06485,control,console,UK,2,0,1,0.0
U06486,treatment,mobile,US,3,0,5,0.0
U06487,treatment,desktop,FR,4,0,4,0.0
U06488,control,mobile,DE,2,0,3,0.0
U06489,control,console,US,5,0,2,0.0
U06490,control,desktop,UK,2,0,2,0.0
U06491,treatment,mobile,FR,5,0,2,0.0
U06492,treatment,desktop,DE,2,0,2,0.0
U06493,treatment,mobile,DE,4,0,7,0.0
U06494,control,desktop,US,4,0,1,0.0
U06495,control,desktop,US,4,0,2,0.0
U06496,control,desktop,US,3,0,1,0.0
U06497,control,mobile,UK,5,0,1,0.0
U06498,control,mobile,CA,5,0,4,0.0
U06499,control,mobile,US,3,0,1,0.0
U06500,control,console,US,4,0,3,0.0
U06501,control,mobile,US,7,0,5,0.0
U06502,treatment,desktop,US,5,0,3,0.0
U06503,treatment,mobile,DE,4,0,3,0.0
U06504,treatment,console,DE,6,0,5,0.0
U06505,treatment,console,FR,4,0,5,0.0
U06506,control,mobile,UK,5,0,4,0.0
U06507,control,desktop,FR,8,0,3,0.0
U06508,treatment,desktop,CA,4,1,7,18.03
U06509,control,console,CA,6,0,4,0.0
U06510,control,console,UK,3,0,3,0.0
U06511,control,desktop,US,4,0,3,0.0
U06512,treatment,console,CA,5,0,8,0.0
U06513,control,desktop,FR,4,0,1,0.0
U06514,control,mobile,UK,6,0,4,0.0
U06515,control,desktop,FR,2,0,3,0.0
U06516,control,desktop,FR,3,0,5,0.0
U06517,treatment,mobile,FR,6,0,2,0.0
U06518,control,desktop,US,5,0,1,0.0
U06519,control,mobile,DE,6,0,3,0.0
U06520,control,mobile,DE,2,0,4,0.0
U06521,control,console,US,2,0,3,0.0
U06522,treatment,mobile,FR,7,0,7,0.0
U06523,treatment,console,US,3,0,3,0.0
U06524,control,mobile,UK,7,0,5,0.0
U06525,control,desktop,FR,5,0,3,0.0
U06526,treatment,console,US,3,0,4,0.0
U06527,treatment,console,UK,8,0,5,0.0
U06528,control,console,FR,5,0,3,0.0
U06529,control,mobile,FR,5,0,4,0.0
U06530,control,mobile,FR,6,1,3,19.41
U06531,control,desktop,US,6,0,2,0.0
U06532,treatment,console,DE,5,0,5,0.0
U06533,treatment,console,UK,5,0,5,0.0
U06534,control,desktop,UK,7,0,6,0.0
U06535,treatment,mobile,US,8,0,4,0.0
U06536,control,mobile,US,6,0,2,0.0
U06537,control,console,DE,3,1,6,10.1
U06538,treatment,desktop,UK,3,0,7,0.0
U06539,treatment,console,FR,5,0,6,0.0
U06540,control,desktop,CA,10,0,2,0.0
U06541,control,console,UK,5,0,4,0.0
U06542,treatment,console,FR,3,0,1,0.0
U06543,treatment,mobile,DE,4,0,3,0.0
U06544,treatment,console,US,9,0,1,0.0
U06545,control,mobile,US,7,0,4,0.0
U06546,control,mobile,DE,9,0,3,0.0
U06547,control,console,US,3,0,5,0.0
U06548,treatment,mobile,DE,4,0,1,0.0
U06549,treatment,mobile,US,8,0,6,0.0
U06550,treatment,desktop,UK,4,0,5,0.0
U06551,treatment,console,US,5,0,4,0.0
U06552,treatment,mobile,US,5,0,8,0.0
U06553,treatment,desktop,DE,5,0,9,0.0
U06554,control,desktop,DE,6,0,3,0.0
U06555,control,mobile,US,6,1,1,6.75
U06556,treatment,desktop,FR,3,1,4,36.1
U06557,treatment,desktop,US,4,0,3,0.0
U06558,control,console,DE,1,0,1,0.0
U06559,treatment,desktop,US,2,0,3,0.0
U06560,treatment,console,UK,5,0,5,0.0
U06561,control,console,FR,5,0,4,0.0
U06562,treatment,mobile,CA,3,0,5,0.0
U06563,treatment,console,US,2,1,6,26.02
U06564,treatment,desktop,US,5,0,2,0.0
U06565,treatment,mobile,DE,6,0,5,0.0
U06566,control,desktop,US,4,0,3,0.0
U06567,control,console,FR,9,0,4,0.0
U06568,treatment,mobile,UK,2,0,8,0.0
U06569,treatment,mobile,UK,6,0,5,0.0
U06570,treatment,desktop,UK,5,0,4,0.0
U06571,control,mobile,US,4,0,4,0.0
U06572,treatment,console,FR,8,0,3,0.0
U06573,control,mobile,DE,6,0,7,0.0
U06574,control,console,UK,1,0,1,0.0
U06575,treatment,console,UK,4,0,3,0.0
U06576,control,mobile,US,5,0,3,0.0
U06577,treatment,desktop,DE,6,0,3,0.0
U06578,control,mobile,US,3,0,1,0.0
U06579,treatment,mobile,UK,4,0,6,0.0
U06580,control,desktop,FR,8,0,6,0.0
U06581,control,mobile,DE,7,0,2,0.0
U06582,treatment,console,CA,4,0,2,0.0
U06583,treatment,desktop,US,4,0,3,0.0
U06584,treatment,mobile,US,4,0,4,0.0
U06585,treatment,mobile,UK,7,0,5,0.0
U06586,control,console,CA,4,0,7,0.0
U06587,treatment,mobile,UK,6,1,3,4.93
U06588,treatment,desktop,US,5,1,4,13.32
U06589,control,mobile,US,3,0,2,0.0
U06590,control,console,US,6,0,4,0.0
U06591,control,mobile,US,5,0,3,0.0
U06592,control,desktop,DE,5,0,2,0.0
U06593,treatment,desktop,UK,5,0,6,0.0
U06594,control,mobile,DE,6,0,3,0.0
U06595,control,desktop,FR,4,0,3,0.0
U06596,control,mobile,UK,6,0,7,0.0
U06597,control,mobile,UK,5,0,4,0.0
U06598,treatment,mobile,CA,3,0,1,0.0
U06599,control,desktop,US,3,0,1,0.0
U06600,treatment,console,US,6,0,7,0.0
U06601,control,mobile,US,5,0,2,0.0
U06602,treatment,console,US,3,1,4,5.34
U06603,control,console,DE,7,0,3,0.0
U06604,control,mobile,FR,5,0,1,0.0
U06605,control,mobile,US,3,0,1,0.0
U06606,treatment,mobile,US,3,0,5,0.0
U06607,control,mobile,US,2,1,2,9.34
U06608,treatment,console,US,1,0,6,0.0
U06609,control,desktop,DE,5,0,4,0.0
U06610,control,mobile,DE,7,0,5,0.0
U06611,treatment,desktop,FR,5,0,7,0.0
U06612,control,mobile,UK,4,0,3,0.0
U06613,treatment,console,UK,5,0,3,0.0
U06614,treatment,desktop,FR,3,0,4,0.0
U06615,control,mobile,US,5,0,3,0.0
U06616,control,desktop,UK,4,0,3,0.0
U06617,control,mobile,CA,6,0,2,0.0
U06618,control,console,DE,5,0,3,0.0
U06619,control,mobile,US,3,1,3,6.86
U06620,control,console,FR,1,0,2,0.0
U06621,control,console,US,2,0,2,0.0
U06622,treatment,desktop,US,4,0,3,0.0
U06623,control,desktop,US,4,0,2,0.0
U06624,control,desktop,US,2,1,8,4.67
U06625,treatment,mobile,US,2,0,7,0.0
U06626,control,console,DE,7,0,3,0.0
U06627,control,desktop,US,2,1,4,11.32
U06628,treatment,console,UK,9,0,2,0.0
U06629,control,desktop,DE,6,0,3,0.0
U06630,treatment,mobile,UK,8,0,3,0.0
U06631,treatment,mobile,FR,5,0,5,0.0
U06632,control,mobile,DE,7,0,6,0.0
U06633,treatment,mobile,US,2,0,2,0.0
U06634,treatment,desktop,US,7,0,1,0.0
U06635,treatment,mobile,UK,5,0,4,0.0
U06636,treatment,console,DE,8,0,4,0.0
U06637,treatment,mobile,UK,5,0,2,0.0
U06638,treatment,desktop,DE,2,0,2,0.0
U06639,control,mobile,UK,6,0,5,0.0
U06640,control,mobile,US,4,1,4,16.83
U06641,treatment,desktop,UK,6,0,2,0.0
U06642,control,mobile,UK,7,0,2,0.0
